Date,Pond_ID,Pond_Type,Target_Species,Season,Water_Temp_C,Weather_Condition,Rainfall_mm,pH_Level,Ammonia_ppm,Dissolved_Oxygen_mgL,Mortality_Count,Fish_Count,Daily_Feed_kg,Est_Avg_Weight_g,Feed_Cost_NPR,Labor_Cost_NPR,Market_Price_NPR,Estimated_Revenue_NPR,Daily_Profit_Loss_NPR,Stocking_Density,Harvest_Ready,Temp_Deviation_C,pH_Deviation,Oxygen_Stress,Ammonia_Toxicity_Index,Stress_Index,Density_Oxygen_Pressure,Daily_Weight_Gain_g,Feed_Efficiency_FCR,Mortality_Rate_per_1000,Daily_Cost_Per_Fish_NPR,Month,Day_of_Month,Day_of_Year
2025-01-25,GrowOut-A,Farming,Pangasius,Winter,17.5,Sunny,0.0,6.8,0.05,8.1,0,9967,5.5,59.1,581,517,225,132536,-201,Medium,No,10.5,0.7000000000000002,0.0,0.033999999999999996,1.3900000000000001,1.230493827160494,0.3999999999999986,13.75000000000005,0.0,0.11016353968094712,1,25,25
2025-01-26,GrowOut-A,Farming,Pangasius,Winter,16.3,Sunny,0.0,7.1,0.04,9.0,1,9966,6.9,59.6,742,495,212,125922,-193,Medium,No,11.7,0.40000000000000036,0.0,0.02645257142857143,1.4345257142857142,1.1073333333333333,0.5,13.8,0.10034115994380895,0.12412201485049167,1,26,26
2025-01-27,GrowOut-A,Farming,Pangasius,Winter,15.8,Sunny,0.0,7.1,0.04,8.5,0,9966,7.0,60.0,731,496,215,128561,-370,Medium,No,12.2,0.40000000000000036,0.0,0.025641142857142855,1.4764114285714285,1.172470588235294,0.3999999999999986,17.500000000000064,0.0,0.12311860325105359,1,27,27
2025-01-28,GrowOut-A,Farming,Pangasius,Winter,15.4,Sunny,0.0,7.0,0.02,8.2,1,9965,4.9,60.4,518,511,224,134822,-150,Medium,No,12.6,0.5,0.0,0.01232,1.3832,1.2152439024390245,0.3999999999999986,12.250000000000044,0.10035122930255896,0.10326141495233317,1,28,28
2025-01-29,GrowOut-A,Farming,Pangasius,Winter,15.1,Sunny,0.0,7.7,0.04,9.0,1,9964,6.5,60.9,678,511,216,131070,-126,Medium,No,12.9,0.20000000000000018,0.0,0.026576000000000002,1.55576,1.1071111111111112,0.5,13.0,0.10036130068245686,0.11932958651144118,1,29,29
2025-01-30,GrowOut-A,Farming,Pangasius,Winter,18.1,Sunny,0.0,7.3,0.05,8.3,0,9964,6.3,61.4,655,489,221,135206,-43,Medium,No,9.899999999999999,0.20000000000000018,0.0,0.03775142857142858,1.3675142857142857,1.2004819277108434,0.5,12.6,0.0,0.11481332798073063,1,30,30
2025-01-31,GrowOut-A,Farming,Pangasius,Winter,16.6,Sunny,0.0,6.8,0.08,7.6,1,9963,6.4,61.9,673,512,217,133826,-117,Medium,No,11.399999999999999,0.7000000000000002,0.0,0.05160228571428572,1.6560228571428572,1.3109210526315789,0.5,12.8,0.10037137408411122,0.11894007828967179,1,31,31
2025-02-01,GrowOut-A,Farming,Pangasius,Winter,15.2,Rainy,3.0,7.5,0.07,8.3,0,9963,7.1,62.3,736,492,218,135311,-359,Medium,No,12.8,0.0,0.0,0.04560000000000001,1.7360000000000002,1.2003614457831324,0.3999999999999986,17.750000000000064,0.0,0.12325604737528857,2,1,32
2025-02-02,GrowOut-A,Farming,Pangasius,Winter,17.2,Cloudy,0.0,7.8,0.1,7.5,1,9962,7.4,62.7,775,527,219,136791,-443,Medium,No,10.8,0.2999999999999998,0.0,0.07666285714285714,1.8466285714285715,1.3282666666666667,0.4000000000000057,18.499999999999737,0.1003814495081309,0.13069664725958643,2,2,33
2025-02-03,GrowOut-A,Farming,Pangasius,Winter,17.8,Cloudy,0.0,7.5,0.02,7.5,0,9962,5.3,63.1,546,488,216,135778,-173,Medium,No,10.2,0.0,0.0,0.01525714285714286,1.1725714285714286,1.3282666666666667,0.3999999999999986,13.250000000000046,0.0,0.10379441879140734,2,3,34
2025-02-04,GrowOut-A,Farming,Pangasius,Winter,15.6,Sunny,0.0,6.7,0.07,8.8,1,9961,5.1,63.5,534,504,223,141053,-164,Medium,No,12.4,0.7999999999999998,0.0,0.041808000000000005,1.6580800000000002,1.131931818181818,0.3999999999999986,12.750000000000044,0.10039152695512499,0.10420640497941974,2,4,35
2025-02-05,GrowOut-A,Farming,Pangasius,Winter,14.8,Cloudy,0.0,7.1,0.05,9.0,1,9960,5.9,63.9,625,488,217,138108,-262,Medium,No,13.2,0.40000000000000036,0.0,0.030022857142857146,1.6202285714285716,1.1066666666666667,0.3999999999999986,14.750000000000053,0.10040160642570281,0.11174698795180722,2,5,36
2025-02-06,GrowOut-A,Farming,Pangasius,Winter,13.0,Sunny,0.0,7.6,0.11,7.8,7,9953,7.0,64.3,727,533,221,141435,-479,Medium,No,15.0,0.09999999999999964,0.0,0.06210285714285714,2.1210285714285715,1.276025641025641,0.3999999999999986,17.500000000000064,0.7033055360192907,0.12659499648347233,2,6,37
2025-02-07,GrowOut-A,Farming,Pangasius,Winter,18.2,Sunny,0.0,7.0,0.02,8.5,0,9953,6.3,64.8,662,481,216,139310,-68,Medium,No,9.8,0.5,0.0,0.01456,1.1256000000000002,1.1709411764705882,0.5,12.6,0.0,0.11483974681000703,2,7,38
2025-02-08,GrowOut-A,Farming,Pangasius,Winter,18.4,Sunny,0.0,7.3,0.01,7.9,1,9952,7.7,65.3,811,508,211,137122,-283,Medium,No,9.600000000000001,0.20000000000000018,0.0,0.007675428571428572,1.036754285714286,1.259746835443038,0.5,15.4,0.10048231511254019,0.1325361736334405,2,8,39
2025-02-09,GrowOut-A,Farming,Pangasius,Winter,14.2,Cloudy,0.0,7.4,0.02,8.5,1,9951,6.4,65.8,678,489,227,148634,-52,Medium,No,13.8,0.09999999999999964,0.0,0.012009142857142857,1.5000914285714286,1.1707058823529413,0.5,12.8,0.10049241282283188,0.1172746457642448,2,9,40
2025-02-10,GrowOut-A,Farming,Pangasius,Winter,13.9,Cloudy,0.0,6.9,0.02,8.5,1,9950,7.3,66.3,765,495,224,147769,-160,Medium,No,14.1,0.5999999999999996,0.0,0.010961142857142859,1.5196114285714288,1.1705882352941175,0.5,14.6,0.10050251256281408,0.12663316582914572,2,10,41
2025-02-11,GrowOut-A,Farming,Pangasius,Winter,15.8,Cloudy,0.0,7.2,0.02,8.1,2,9948,5.9,66.7,632,507,236,156593,-231,Medium,No,12.2,0.2999999999999998,0.0,0.013001142857142859,1.3500114285714286,1.2281481481481482,0.4000000000000057,14.749999999999792,0.2010454362685967,0.11449537595496583,2,11,42
2025-02-12,GrowOut-A,Farming,Pangasius,Winter,19.0,Sunny,0.0,6.2,0.02,8.1,0,9948,7.1,67.2,716,518,214,143060,-170,Medium,No,9.0,1.2999999999999998,0.0,0.013462857142857144,1.0346285714285715,1.2281481481481482,0.5,14.2,0.0,0.12404503417772417,2,12,43
2025-02-13,GrowOut-A,Farming,Pangasius,Winter,16.7,Sunny,0.0,6.9,0.04,7.9,1,9947,6.1,67.5,676,524,220,147713,-558,Medium,No,11.3,0.5999999999999996,0.0,0.026338285714285713,1.3933828571428573,1.2591139240506328,0.29999999999999716,20.333333333333524,0.10053282396702523,0.12063938876043027,2,13,44
2025-02-14,GrowOut-A,Farming,Pangasius,Winter,15.2,Sunny,0.0,7.1,0.05,8.6,1,9946,5.8,67.9,599,477,220,148573,-216,Medium,No,12.8,0.40000000000000036,0.0,0.030834285714285713,1.5883428571428575,1.1565116279069767,0.4000000000000057,14.499999999999794,0.10054293183189222,0.10818419465111602,2,14,45
2025-02-15,GrowOut-A,Farming,Pangasius,Winter,15.9,Sunny,0.0,6.8,0.1,8.1,0,9946,8.0,68.5,846,504,228,155337,11,Medium,No,12.1,0.7000000000000002,0.0,0.061782857142857146,1.8278285714285714,1.2279012345679012,0.5999999999999943,13.33333333333346,0.0,0.13573295797305449,2,15,46
2025-02-16,GrowOut-A,Farming,Pangasius,Winter,13.2,Sunny,0.0,7.7,0.07,8.6,0,9946,7.2,69.0,742,522,218,149608,-180,Medium,No,14.8,0.20000000000000018,0.0,0.04065600000000001,1.8865600000000002,1.1565116279069767,0.5,14.4,0.0,0.12708626583551177,2,16,47
2025-02-17,GrowOut-A,Farming,Pangasius,Winter,18.1,Rainy,0.6,6.8,0.12,7.2,5,9941,6.2,69.3,659,475,213,146738,-572,Medium,No,9.899999999999999,0.7000000000000002,0.0,0.08439771428571428,1.8339771428571428,1.3806944444444444,0.29999999999999716,20.666666666666863,0.5029675082989639,0.11407303088220501,2,17,48
2025-02-18,GrowOut-A,Farming,Pangasius,Winter,19.0,Sunny,0.0,7.1,0.01,7.8,0,9941,6.6,69.7,697,505,229,158671,-291,Medium,No,9.0,0.40000000000000036,0.0,0.007708571428571428,0.9770857142857143,1.2744871794871797,0.4000000000000057,16.499999999999766,0.0,0.12091338899507093,2,18,49
2025-02-19,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,7.2,0.05,8.9,1,9940,6.2,70.2,643,500,219,152816,-70,Medium,No,13.0,0.2999999999999998,0.0,0.03085714285714286,1.6085714285714285,1.1168539325842695,0.5,12.4,0.10060362173038229,0.11498993963782696,2,19,50
2025-02-20,GrowOut-A,Farming,Pangasius,Winter,14.4,Rainy,3.3,7.6,0.0,9.0,1,9939,5.7,70.5,611,506,227,159059,-456,Medium,No,13.6,0.09999999999999964,0.0,0.0,1.36,1.1043333333333334,0.29999999999999716,19.00000000000018,0.10061374383740819,0.11238555186638495,2,20,51
2025-02-21,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,6.8,0.09,7.8,1,9938,6.6,70.9,691,488,226,159241,-297,Medium,No,13.0,0.7000000000000002,0.0,0.052457142857142855,1.8245714285714287,1.2741025641025643,0.4000000000000057,16.499999999999766,0.1006238679814852,0.11863554035017106,2,21,52
2025-02-22,GrowOut-A,Farming,Pangasius,Winter,16.5,Sunny,0.0,7.5,0.08,8.2,0,9938,7.0,71.3,743,478,221,156596,-342,Medium,No,11.5,0.0,0.0,0.05657142857142858,1.715714285714286,1.2119512195121953,0.3999999999999915,17.500000000000373,0.0,0.12286174280539344,2,22,53
2025-02-23,GrowOut-A,Farming,Pangasius,Winter,16.6,Cloudy,0.0,7.2,0.03,8.7,0,9938,6.2,71.7,640,471,220,156762,-236,Medium,No,11.399999999999999,0.2999999999999998,0.0,0.020489142857142862,1.3448914285714286,1.1422988505747127,0.4000000000000057,15.49999999999978,0.0,0.11179311732743007,2,23,54
2025-02-24,GrowOut-A,Farming,Pangasius,Winter,18.7,Cloudy,0.0,6.9,0.01,7.3,2,9936,7.9,72.2,829,515,218,156389,-292,Medium,No,9.3,0.5999999999999996,0.0,0.007373142857142858,1.0037314285714287,1.361095890410959,0.5,15.8,0.20128824476650564,0.13526570048309178,2,24,55
2025-02-25,GrowOut-A,Farming,Pangasius,Winter,16.4,Sunny,0.0,7.3,0.08,8.4,0,9936,8.2,72.7,894,517,221,159639,-313,Medium,No,11.600000000000001,0.20000000000000018,0.0,0.05472914285714285,1.7072914285714287,1.1828571428571428,0.5,16.4,0.0,0.14200885668276972,2,25,56
2025-02-26,GrowOut-A,Farming,Pangasius,Winter,15.5,Sunny,0.0,7.3,0.04,8.1,1,9935,7.6,73.3,813,505,227,165309,19,Medium,No,12.5,0.20000000000000018,0.0,0.025862857142857146,1.5086285714285714,1.2265432098765434,0.5999999999999943,12.666666666666787,0.10065425264217413,0.13266230498238551,2,26,57
2025-02-27,GrowOut-A,Farming,Pangasius,Winter,15.3,Cloudy,0.0,7.0,0.08,8.6,0,9935,5.9,73.6,623,492,216,157943,-471,Medium,No,12.7,0.5,0.0,0.048960000000000004,1.7596,1.155232558139535,0.29999999999999716,19.666666666666853,0.0,0.11222949169602416,2,27,58
2025-02-28,GrowOut-A,Farming,Pangasius,Winter,10.7,Sunny,0.0,7.2,0.01,9.0,0,9935,7.7,74.1,802,476,222,163433,-175,Medium,No,17.3,0.2999999999999998,0.0,0.0044022857142857145,1.7740228571428573,1.103888888888889,0.5,15.4,0.0,0.12863613487669853,2,28,59
2025-03-01,GrowOut-A,Farming,Pangasius,Summer,32.7,Sunny,0.0,7.1,0.02,5.1,2,9933,14.6,75.2,1535,508,251,187487,662,Medium,No,4.700000000000003,0.40000000000000036,0.0,0.026533714285714285,0.7353371428571431,1.9476470588235295,1.1000000000000085,13.27272727272717,0.20134903855834088,0.2056780428873452,3,1,60
2025-03-02,GrowOut-A,Farming,Pangasius,Summer,32.9,Sunny,0.0,7.2,0.14,4.6,5,9928,12.7,76.0,1339,483,252,190141,85,Medium,No,4.899999999999999,0.2999999999999998,0.40000000000000036,0.189504,2.9850400000000006,2.158260869565218,0.7999999999999972,15.875000000000055,0.5036261079774375,0.18352135374697826,3,2,61
2025-03-03,GrowOut-A,Farming,Pangasius,Summer,31.7,Sunny,0.0,7.4,0.04,6.1,0,9928,14.7,77.1,1557,489,260,199017,793,Medium,No,3.6999999999999993,0.09999999999999964,0.0,0.053618285714285716,0.9061828571428572,1.6275409836065575,1.0999999999999943,13.363636363636433,0.0,0.20608380338436744,3,3,62
2025-03-04,GrowOut-A,Farming,Pangasius,Summer,30.1,Rainy,16.4,7.7,0.13,6.0,6,9922,15.3,78.4,1574,491,245,190582,982,Medium,No,2.1000000000000014,0.20000000000000018,0.0,0.17217200000000002,1.9317200000000003,1.6536666666666668,1.3000000000000114,11.769230769230667,0.6047167909695625,0.2081233622253578,3,4,63
2025-03-05,GrowOut-A,Farming,Pangasius,Summer,34.8,Sunny,0.0,6.8,0.06,5.0,0,9922,16.1,79.6,1712,497,276,217982,1077,Medium,No,6.799999999999997,0.7000000000000002,0.0,0.08113371428571427,1.4913371428571423,1.9844000000000002,1.1999999999999886,13.416666666666796,0.0,0.2226365652086273,3,5,64
2025-03-06,GrowOut-A,Farming,Pangasius,Summer,28.2,Sunny,0.0,7.8,0.01,7.0,1,9921,17.7,80.8,1820,489,251,201206,659,Medium,No,0.1999999999999993,0.2999999999999998,0.0,0.012569142857142857,0.1456914285714285,1.4172857142857143,1.2000000000000028,14.749999999999964,0.10079629069650237,0.23273863521822397,3,6,65
2025-03-07,GrowOut-A,Farming,Pangasius,Summer,31.9,Sunny,0.0,6.6,0.04,5.2,1,9920,15.8,82.2,1711,501,260,212010,1378,Medium,No,3.8999999999999986,0.9000000000000004,0.0,0.048123428571428574,0.8712342857142856,1.9076923076923076,1.4000000000000057,11.28571428571424,0.10080645161290322,0.22298387096774194,3,7,66
2025-03-08,GrowOut-A,Farming,Pangasius,Summer,32.1,Sunny,0.0,7.2,0.04,6.0,0,9920,13.5,83.1,1397,491,269,221751,514,Medium,No,4.100000000000001,0.2999999999999998,0.0,0.05282742857142858,0.938274285714286,1.6533333333333333,0.8999999999999915,15.000000000000142,0.0,0.19032258064516128,3,8,67
2025-03-09,GrowOut-A,Farming,Pangasius,Summer,36.9,Sunny,0.0,7.4,0.06,4.6,3,9917,16.4,84.2,1732,511,253,211258,454,Medium,No,8.899999999999999,0.09999999999999964,0.40000000000000036,0.09362057142857143,2.4262057142857145,2.1558695652173916,1.1000000000000085,14.909090909090793,0.3025108399717657,0.22617727135222346,3,9,68
2025-03-10,GrowOut-A,Farming,Pangasius,Summer,31.6,Sunny,0.0,7.3,0.06,5.6,3,9914,15.3,85.1,1637,515,242,204171,-54,Medium,No,3.6000000000000014,0.20000000000000018,0.0,0.07909028571428571,1.1509028571428572,1.770357142857143,0.8999999999999915,17.000000000000163,0.3026023804720597,0.21706677425862417,3,10,69
2025-03-11,GrowOut-A,Farming,Pangasius,Summer,32.6,Sunny,0.0,7.0,0.01,6.1,1,9913,19.3,86.3,2017,502,257,219861,516,Medium,No,4.600000000000001,0.5,0.0,0.013040000000000001,0.5904000000000003,1.625081967213115,1.2000000000000028,16.083333333333297,0.10087763542822556,0.25411076364370017,3,11,70
2025-03-12,GrowOut-A,Farming,Pangasius,Summer,34.3,Sunny,0.0,7.1,0.01,5.4,0,9913,14.0,87.2,1480,507,253,218697,270,Medium,No,6.299999999999997,0.40000000000000036,0.0,0.013915999999999998,0.7691599999999997,1.8357407407407407,0.9000000000000057,15.555555555555458,0.0,0.2004438615958842,3,12,71
2025-03-13,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,7.1,0.08,5.4,1,9912,14.6,88.3,1575,532,242,211806,510,Medium,No,5.5,0.40000000000000036,0.0,0.10873142857142858,1.6373142857142857,1.8355555555555556,1.0999999999999943,13.27272727272734,0.10088781275221953,0.21257062146892655,3,13,72
2025-03-14,GrowOut-A,Farming,Pangasius,Summer,34.8,Sunny,0.0,7.0,0.05,6.0,0,9912,20.9,90.0,2218,482,262,233725,1715,Medium,No,6.799999999999997,0.5,0.0,0.0696,1.3759999999999997,1.6520000000000001,1.7000000000000028,12.294117647058803,0.0,0.27239709443099275,3,14,73
2025-03-15,GrowOut-A,Farming,Pangasius,Summer,29.2,Sunny,0.0,7.5,0.02,6.2,0,9912,17.8,91.1,1882,481,262,236582,494,Medium,No,1.1999999999999993,0.0,0.0,0.025028571428571428,0.3702857142857142,1.598709677419355,1.0999999999999943,16.181818181818265,0.0,0.23839790153349474,3,15,74
2025-03-16,GrowOut-A,Farming,Pangasius,Summer,30.0,Sunny,0.0,7.3,0.09,6.5,0,9912,19.5,92.4,1982,510,269,246369,974,Medium,No,2.0,0.20000000000000018,0.0,0.11262857142857143,1.3262857142857143,1.524923076923077,1.3000000000000114,14.999999999999869,0.0,0.2514124293785311,3,16,75
2025-03-17,GrowOut-A,Farming,Pangasius,Summer,30.9,Sunny,0.0,7.0,0.04,5.6,0,9912,14.7,93.5,1516,529,251,232620,692,Medium,No,2.8999999999999986,0.5,0.0,0.04944,0.7843999999999998,1.7700000000000002,1.0999999999999943,13.363636363636433,0.0,0.20631557707828893,3,17,76
2025-03-18,GrowOut-A,Farming,Pangasius,Summer,28.9,Sunny,0.0,7.5,0.08,6.5,1,9911,18.7,95.0,2003,496,248,233503,1165,Medium,No,0.8999999999999986,0.0,0.0,0.09908571428571428,1.0808571428571425,1.5247692307692307,1.5,12.466666666666667,0.10089799212995662,0.2521440823327616,3,18,77
2025-03-19,GrowOut-A,Farming,Pangasius,Summer,32.1,Sunny,0.0,7.3,0.04,6.7,2,9909,17.7,96.4,1879,526,257,245493,1111,Medium,No,4.100000000000001,0.20000000000000018,0.0,0.05356114285714286,0.9456114285714288,1.478955223880597,1.4000000000000057,12.64285714285709,0.20183671409829448,0.2427086487031991,3,19,78
2025-03-20,GrowOut-A,Farming,Pangasius,Summer,30.2,Rainy,0.7,7.4,0.1,4.7,2,9907,15.9,97.5,1692,501,259,250177,580,Medium,No,2.1999999999999993,0.09999999999999964,0.2999999999999998,0.12770285714285715,1.947028571428571,2.1078723404255317,1.0999999999999943,14.45454545454553,0.20187746038154838,0.22135863530836783,3,20,79
2025-03-21,GrowOut-A,Farming,Pangasius,Summer,35.1,Sunny,0.0,7.4,0.09,4.9,2,9905,16.5,98.6,1753,490,267,260761,614,Medium,No,7.100000000000001,0.09999999999999964,0.09999999999999964,0.13358057142857144,2.195805714285714,2.0214285714285714,1.0999999999999943,15.000000000000078,0.20191822311963656,0.2264512872286724,3,21,80
